Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
36,Female,Master's Degree,Web Developer,7,85000,UK,White,,,
30,Male,High School,Junior HR Generalist,1,32000,China,Korean,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,Canada,Asian,,,
34,Male,Bachelor's Degree,Web Developer,4,65000,USA,White,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,Australia,Asian,,,
37,Male,PhD,Director of HR,12,120000,Australia,White,,,
24,Female,Bachelor's Degree,Junior Web Developer,1,40000,UK,Welsh,,,
39,Male,Master's Degree,Senior HR Generalist,9,95000,Canada,White,,,
31,Male,High School,Junior HR Generalist,2,35000,Canada,Black,,,
44,Female,PhD,Director of HR,14,140000,USA,Asian,,,
28,Male,Bachelor's Degree,Web Developer,3,55000,UK,Welsh,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Canada,Asian,,,
45,Male,PhD,Director of HR,13,135000,China,Korean,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,UK,White,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,Australia,Asian,,,
27,Female,High School,Junior HR Generalist,1,32000,UK,Mixed,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,Canada,White,,,
42,Female,Master's Degree,Director of HR,12,120000,USA,African American,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,China,White,,,
36,Female,Master's Degree,Web Developer,7,85000,China,Chinese,,,
30,Male,High School,Junior HR Coordinator,2,33000,UK,Mixed,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,USA,African American,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,China,Chinese,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Hispanic,,,
37,Male,PhD,Director of HR,11,115000,USA,White,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,China,Chinese,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,USA,Asian,,,
31,Male,High School,Junior HR Generalist,2,35000,Australia,White,,,
44,Female,PhD,Director of HR,13,135000,USA,African American,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,Canada,Black,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Canada,Asian,,,
45,Male,PhD,Director of HR,14,140000,Australia,Australian,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,White,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,White,,,
27,Female,High School,Junior HR Generalist,1,32000,Australia,White,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,UK,White,,,
42,Female,Master's Degree,Director of HR,12,120000,Canada,Black,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,Mixed,,,
36,Female,Master's Degree,Web Developer,7,85000,Australia,Asian,,,
30,Male,High School,Junior HR Coordinator,2,33000,Australia,Australian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,Australia,Asian,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Australian,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,White,,,
37,Male,PhD,Director of HR,11,115000,Australia,White,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,Canada,Black,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,Australia,Asian,,,
31,Male,High School,Junior HR Generalist,2,35000,Canada,White,,,
44,Female,PhD,Director of HR,13,135000,China,Korean,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,USA,Hispanic,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,China,White,,,
45,Male,PhD,Director of HR,14,140000,China,Chinese,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Australia,Asian,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,UK,Welsh,,,
27,Female,High School,Junior HR Generalist,1,32000,USA,Asian,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,Australia,Asian,,,
42,Female,Master's Degree,Director of HR,12,120000,USA,African American,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,UK,White,,,
36,Female,Master's Degree,Web Developer,7,85000,UK,Asian,,,
30,Male,High School,Junior HR Coordinator,2,33000,Canada,Asian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,USA,White,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Welsh,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,Canada,Asian,,,
37,Male,PhD,Director of HR,11,115000,China,White,,,
24,Female,Bachelor's Degree,Web Developer,1,40000,China,White,,,
39,Male,Master's Degree,Senior HR Generalist,10,105000,China,White,,,
31,Male,High School,Junior HR Generalist,2,35000,China,Chinese,,,
44,Female,PhD,Director of HR,13,135000,UK,Asian,,,
28,Male,Bachelor's Degree,Web Developer,4,65000,UK,White,,,
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,Australia,Asian,,,
45,Male,PhD,Director of HR,14,140000,USA,White,,,
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,UK,Welsh,,,
38,Male,Master's Degree,Senior HR Generalist,8,95000,Australia,Australian,,,
27,Female,High School,Junior HR Generalist,1,32000,UK,Mixed,,,
33,Male,Bachelor's Degree,Web Developer,5,70000,China,White,,,
42,Female,Master's Degree,Director of HR,12,120000,China,Chinese,,,
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,USA,Hispanic,,,
36,Female,Master's Degree,Web Developer,7,85000,USA,White,,,
30,Male,High School,Junior HR Coordinator,2,33000,Canada,Asian,,,
43,Female,PhD,Senior Human Resources Manager,15,150000,USA,Hispanic,,,
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,UK,Mixed,,,
25,Female,Master's Degree,Junior HR Generalist,1,32000,UK,White,,,
37,Male,PhD,Director of HR,11,115000,Australia,White,,,
28,Male,Bachelor's Degree,Software Engineer,3,60000,China,Korean,,,
37,Female,Master's Degree,Marketing Manager,9,100000,China,Korean,,,
43,Male,PhD,Data Scientist,15,150000,Canada,Black,,,
31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,China,White,,,
24,Male,High School,Junior Sales Associate,1,30000,China,Korean,,,
29,Female,Master's Degree,Software Developer,5,70000,UK,Welsh,,,
35,Male,Bachelor's Degree,Operations Manager,8,90000,UK,Asian,,,
26,Female,Master's Degree,Marketing Coordinator,2,40000,Canada,White,,,
42,Male,PhD,Data Scientist,12,130000,Australia,White,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,Asian,,,
27,Male,High School,Junior Sales Associate,2,35000,China,White,,,
38,Female,Master's Degree,Marketing Manager,10,110000,Canada,Black,,,
30,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,Black,,,
45,Male,PhD,Data Scientist,18,180000,China,Chinese,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,China,Chinese,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,USA,Hispanic,,,
29,Female,High School,Junior Sales Associate,1,30000,USA,African American,,,
44,Male,PhD,Data Scientist,16,160000,USA,Hispanic,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,Australia,Asian,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,China,White,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,China,Chinese,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Australian,,,
42,Male,PhD,Data Scientist,13,140000,Australia,Asian,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,UK,Asian,,,
28,Male,High School,Junior Sales Associate,2,35000,China,Chinese,,,
39,Female,Master's Degree,Marketing Manager,10,110000,UK,Welsh,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,White,,,
45,Male,PhD,Data Scientist,18,180000,Canada,White,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,China,Chinese,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,China,Chinese,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,UK,Mixed,,,
29,Female,High School,Junior Sales Associate,1,30000,USA,African American,,,
44,Male,PhD,Data Scientist,16,160000,Canada,Asian,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,China,Chinese,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,USA,African American,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,UK,Welsh,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Canada,Black,,,
42,Male,PhD,Data Scientist,13,140000,China,White,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,Asian,,,
28,Male,High School,Junior Sales Associate,2,35000,Australia,White,,,
39,Female,Master's Degree,Marketing Manager,10,110000,UK,Welsh,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,Australia,White,,,
45,Male,PhD,Data Scientist,18,180000,UK,White,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,UK,White,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,China,Korean,,,
29,Female,High School,Junior Sales Associate,1,30000,Australia,Asian,,,
44,Male,PhD,Data Scientist,16,160000,Australia,White,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,Canada,White,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,China,Korean,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,UK,Asian,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,China,Chinese,,,
42,Male,PhD,Data Scientist,13,140000,China,Chinese,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Canada,Black,,,
28,Male,High School,Junior Sales Associate,2,35000,UK,White,,,
39,Female,Master's Degree,Marketing Manager,10,110000,UK,Mixed,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,China,Chinese,,,
45,Male,PhD,Data Scientist,18,180000,Canada,Black,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,USA,Asian,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,Australia,White,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,China,Chinese,,,
29,Female,High School,Junior Sales Associate,1,30000,Australia,Australian,,,
44,Male,PhD,Data Scientist,16,160000,Canada,White,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,Australia,Asian,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,China,Korean,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,China,Korean,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,UK,Asian,,,
42,Male,PhD,Data Scientist,13,140000,Australia,Australian,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,White,,,
28,Male,High School,Junior Sales Associate,2,35000,Australia,White,,,
39,Female,Master's Degree,Marketing Manager,10,110000,UK,Asian,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,USA,African American,,,
45,Male,PhD,Data Scientist,18,180000,UK,Asian,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,Australia,White,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,Australia,White,,,
29,Female,High School,Junior Sales Associate,1,30000,Australia,Australian,,,
44,Male,PhD,Data Scientist,16,160000,Canada,Black,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,USA,African American,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,Canada,White,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,China,White,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Asian,,,
42,Male,PhD,Data Scientist,13,140000,USA,African American,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,China,Korean,,,
28,Male,High School,Junior Sales Associate,2,35000,UK,White,,,
39,Female,Master's Degree,Marketing Manager,10,110000,China,Chinese,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,UK,Mixed,,,
45,Male,PhD,Data Scientist,18,180000,China,White,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,USA,Asian,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,Canada,Asian,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,Australia,Asian,,,
29,Female,High School,Junior Sales Associate,1,30000,Australia,Asian,,,
44,Male,PhD,Data Scientist,16,160000,China,White,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,Australia,Asian,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,Canada,White,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,USA,African American,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Canada,White,,,
42,Male,PhD,Data Scientist,13,140000,USA,White,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,UK,White,,,
28,Male,High School,Junior Sales Associate,2,35000,Australia,Australian,,,
39,Female,Master's Degree,Marketing Manager,10,110000,China,White,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,China,White,,,
45,Male,PhD,Data Scientist,18,180000,Canada,White,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,UK,Mixed,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,Canada,White,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,USA,White,,,
29,Female,High School,Junior Sales Associate,1,30000,China,White,,,
44,Male,PhD,Data Scientist,16,160000,Australia,Australian,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,USA,African American,,,
36,Female,Master's Degree,Marketing Coordinator,8,85000,Australia,Australian,,,
31,Male,Bachelor's Degree,Operations Manager,5,70000,Canada,White,,,
27,Female,Master's Degree,Human Resources Coordinator,3,50000,UK,Welsh,,,
42,Male,PhD,Data Scientist,13,140000,USA,African American,,,
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Australia,Australian,,,
28,Male,High School,Junior Sales Associate,2,35000,UK,Welsh,,,
39,Female,Master's Degree,Marketing Manager,10,110000,Australia,White,,,
31,Male,Bachelor's Degree,Software Engineer,4,65000,Australia,Australian,,,
45,Male,PhD,Data Scientist,18,180000,Canada,Black,,,
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Canada,Black,,,
40,Female,Master's Degree,Human Resources Manager,11,120000,China,White,,,
33,Male,Bachelor's Degree,Operations Manager,6,75000,Australia,Australian,,,
29,Female,High School,Junior Sales Associate,1,30000,UK,Welsh,,,
44,Male,PhD,Data Scientist,16,160000,UK,White,,,
26,Male,Bachelor's Degree,Software Developer,3,60000,Australia,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,60000,UK,Asian,,,
38,Female,Master's Degree,Marketing Manager,9,100000,UK,Welsh,,,
44,Male,PhD,Data Scientist,15,150000,USA,Asian,,,
30,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,Canada,Asian,,,
23,Male,High School,Junior Sales Associate,1,30000,Canada,Asian,,,
28,Female,Master's Degree,Software Developer,5,70000,China,Chinese,,,
34,Male,Bachelor's Degree,Operations Manager,8,90000,China,White,,,
25,Female,Master's Degree,Marketing Coordinator,2,40000,Canada,Black,,,
41,Male,PhD,Data Scientist,12,130000,USA,White,,,
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Hispanic,,,
26,Male,High School,Junior Sales Associate,2,35000,Australia,Asian,,,
37,Female,Master's Degree,Marketing Manager,10,110000,China,White,,,
29,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,White,,,
46,Male,PhD,Data Scientist,18,180000,UK,White,,,
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,USA,Hispanic,,,
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,White,,,
32,Male,Bachelor's Degree,Operations Manager,6,75000,China,White,,,
28,Female,High School,Junior Sales Associate,1,30000,USA,Hispanic,,,
43,Male,PhD,Data Scientist,16,160000,Australia,Asian,,,
27,Male,Bachelor's Degree,Software Developer,3,60000,Canada,Asian,,,
35,Female,Master's Degree,Marketing Coordinator,8,85000,UK,Welsh,,,
30,Male,Bachelor's Degree,Operations Manager,5,70000,USA,Asian,,,
26,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,African American,,,
41,Male,PhD,Data Scientist,13,140000,UK,Welsh,,,
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,UK,White,,,
27,Male,High School,Junior Sales Associate,2,35000,China,White,,,
38,Female,Master's Degree,Marketing Manager,10,110000,USA,White,,,
29,Male,Bachelor's Degree,Software Engineer,4,65000,Canada,Asian,,,
46,Male,PhD,Data Scientist,18,180000,Canada,White,,,
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White,,,
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,White,,,
32,Male,Bachelor's Degree,Operations Manager,6,75000,China,Chinese,,,
28,Female,High School,Junior Sales Associate,1,30000,China,Chinese,,,
43,Male,PhD,Data Scientist,16,160000,Australia,Australian,,,
27,Male,Bachelor's Degree,Software Developer,3,60000,UK,Welsh,,,
35,Female,Master's Degree,Marketing Coordinator,8,85000,USA,Asian,,,
30,Male,Bachelor's Degree,Operations Manager,5,70000,USA,African American,,,
26,Female,Master's Degree,Human Resources Coordinator,3,50000,UK,Welsh,,,
41,Male,PhD,Data Scientist,13,140000,USA,Hispanic,,,
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Asian,,,
27,Male,High School,Junior Sales Associate,2,35000,USA,African American,,,
38,Female,Master's Degree,Marketing Manager,10,110000,USA,African American,,,
29,Male,Bachelor's Degree,Software Engineer,4,65000,UK,Mixed,,,
46,Male,PhD,Data Scientist,18,180000,Canada,Black,,,
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,China,Chinese,,,
39,Female,Master's Degree,Human Resources Manager,11,120000,USA,African American,,,
32,Male,Bachelor's Degree,Operations Manager,6,75000,UK,Welsh,,,
28,Female,High School,Junior Sales Associate,1,30000,China,White,,,
43,Male,PhD,Data Scientist,16,160000,Canada,White,,,
27,Male,Bachelor's Degree,Software Developer,3,60000,China,Korean,,,
35,Female,Master's Degree,Marketing Coordinator,8,85000,China,Korean,,,
